smiles,Formula,Mass,HOFs,Td,Ro,D(km/s),P(GPa),Q(J/g),V(L/kg),T(K)
Nc1cc([N+](=O)[O-])c2nn(N[N+](=O)[O-])nnc1-2,C5H4N8O4,240.1,448.4 ,216.6 ,1.804 ,7.96 ,28.7,5525,652,3608
Nc1nn([N+](=O)[O-])c2c1c(=O)[nH]c(=O)n2[N+](=O)[O-],C5H3N7O6,257.1,-104.3 ,221.4 ,1.910 ,7.95 ,29.6,4454,631,2813
Nn1c(=O)c2c(n(N)c(=O)n2[N+](=O)[O-])n([N+](=O)[O-])c1=O,C5H4N8O7,288.1,-229.0 ,264.2 ,1.885 ,7.95 ,29.4,4304,660,2844
Nc1nc([N+](=O)[O-])c2[nH]nc([N+](=O)[O-])c2n1,C5H3N7O4,225.1,301.5 ,310.4 ,1.882 ,7.95 ,29.4,5140,621,3196
Nn1c(=O)c2[nH]c(=O)n(N[N+](=O)[O-])c2n([N+](=O)[O-])c1=O,C5H4N8O7,288.1,-217.1 ,222.3 ,1.878 ,7.95 ,29.3,4345,660,2871
Nc1nn(N[N+](=O)[O-])c(=O)c2n[nH]c([N+](=O)[O-])c12,C5H4N8O5,256.1,136.4 ,228.1 ,1.873 ,7.95 ,29.3,4731,655,3103
Nc1n[nH]c2c(=O)n(N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c12,C5H5N9O6,287.2,-31.0 ,199.7 ,1.872 ,7.95 ,29.3,4402,682,3004
NN=c1c2[nH]c(N)nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],C5H5N9O5,271.2,148.2 ,233.3 ,1.868 ,7.95 ,29.2,4596,681,3132
NN=c1c2[nH]c(N)nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],C5H5N9O5,271.2,148.2 ,233.3 ,1.868 ,7.95 ,29.2,4596,681,3132
Nc1c([N+](=O)[O-])n2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)n(N[N+](=O)[O-])c(=O)n3N[N+](=O)[O-],C10H4N14O10,480.2,422.2 ,207.4 ,1.855 ,7.95 ,29.1,5168,606,3133
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1,C6H2N8O6,282.1,298.8 ,216.6 ,1.837 ,7.95 ,28.9,5407,595,3219
Nn1ncc2c(=O)n3c([N+](=O)[O-])c(N[N+](=O)[O-])n(N[N+](=O)[O-])c3nc21,C7H5N11O7,355.2,332.4 ,202.4 ,1.826 ,7.95 ,28.9,5136,646,3320
Nn1nc([N+](=O)[O-])c2c(N[N+](=O)[O-])c3cnn([N+](=O)[O-])c3nc21,C7H4N10O6,324.2,517.4 ,252.5 ,1.823 ,7.95 ,28.8,5520,621,3433
Nc1nc2nc(C=N[N+](=O)[O-])nc([N+](=O)[O-])n2c1[N+](=O)[O-],C6H3N9O6,297.1,329.3 ,217.6 ,1.822 ,7.95 ,28.8,5313,621,3304
O=[N+]([O-])Nc1nnc2n3cnnc3n3c([N+](=O)[O-])nnc3n12,C6H2N12O4,306.2,855.7 ,229.7 ,1.817 ,7.95 ,28.8,5515,621,3430
Nn1nc2c(=O)n(N)nc(N[N+](=O)[O-])c2c1N[N+](=O)[O-],C5H6N10O5,286.2,283.7 ,216.8 ,1.805 ,7.95 ,28.7,4908,704,3458
O=c1cc([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])n12,C5H2N6O5,226.1,107.5 ,265.9 ,1.893 ,7.95 ,29.5,5030,594,2989
O=c1[nH]nc([N+](=O)[O-])c2nc([N+](=O)[O-])cn12,C5H2N6O5,226.1,115.5 ,265.9 ,1.889 ,7.95 ,29.4,5065,594,3010
O=c1c2cn[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],C5H2N6O5,226.1,117.1 ,215.0 ,1.888 ,7.95 ,29.4,5072,594,3015
O=c1[nH]n(N[N+](=O)[O-])c(=O)c2[nH]nc([N+](=O)[O-])c12,C5H3N7O6,257.1,-59.8 ,208.2 ,1.884 ,7.95 ,29.4,4626,631,2922
Nn1c(=O)c2c(n(N)c1=O)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],C5H4N8O7,288.1,-217.5 ,258.5 ,1.878 ,7.95 ,29.3,4344,660,2870
Nn1c(=O)c2nc3c(N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c1=O,C10H3N13O10,465.2,375.5 ,226.3 ,1.870 ,7.95 ,29.2,5185,589,3058
Nc1nn([N+](=O)[O-])c2nc3[nH]nc(N[N+](=O)[O-])c3c([N+](=O)[O-])c12,C7H4N10O6,324.2,415.9 ,226.0 ,1.861 ,7.95 ,29.2,5207,621,3238
Nn1c(=O)c2c(n(N[N+](=O)[O-])c1=O)n([N+](=O)[O-])c(=O)n2N,C5H5N9O7,303.2,-166.5 ,224.2 ,1.855 ,7.95 ,29.1,4372,683,2988
Nc1nn(C=N[N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3C=N[N+](=O)[O-])c([N+](=O)[O-])c12,C9H4N12O8,408.2,586.5 ,236.0 ,1.836 ,7.95 ,28.9,5517,603,3330
O=c1n(N[N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])n[nH]c3ncn12,C6H3N9O6,297.1,124.3 ,231.8 ,1.913 ,7.95 ,29.6,4623,621,2875
O=c1[nH]nc(N[N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc12,C5H3N7O5,241.1,132.0 ,217.9 ,1.875 ,7.95 ,29.3,4913,627,3080
O=c1[nH]cnn2c([N+](=O)[O-])nc([N+](=O)[O-])c12,C5H2N6O5,226.1,144.7 ,269.9 ,1.872 ,7.95 ,29.3,5194,594,3087
Nn1ncc2c(=O)n3c([N+](=O)[O-])c([N+](=O)[O-])n([N+](=O)[O-])c3nc21,C7H3N9O7,325.2,224.2 ,273.9 ,1.868 ,7.95 ,29.2,5137,602,3096
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c1c(C=N[N+](=O)[O-])nn2C=N[N+](=O)[O-],C7H4N10O8,356.2,122.8 ,199.7 ,1.838 ,7.95 ,29,5022,628,3158
Nc1nc([N+](=O)[O-])n2nc(C=N[N+](=O)[O-])nc2c1[N+](=O)[O-],C6H3N9O6,297.1,351.8 ,218.1 ,1.812 ,7.95 ,28.7,5388,621,3351
O=c1[nH]c(=O)n2c3cnn([N+](=O)[O-])c3nc([N+](=O)[O-])n12,C6H2N8O6,282.1,109.1 ,268.2 ,1.924 ,7.95 ,29.7,4734,595,2819
Nc1nc2[nH]c([N+](=O)[O-])nc2c2nc([N+](=O)[O-])c([N+](=O)[O-])n12,C7H3N9O6,309.2,341.7 ,290.1 ,1.894 ,7.95 ,29.5,5146,597,3076
Nn1c(=O)n(N)c2c1c(=O)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],C5H4N8O7,288.1,-237.3 ,257.0 ,1.888 ,7.95 ,29.4,4275,660,2825
Nc1c(N[N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])n[nH]c3nc2n1N[N+](=O)[O-],C7H5N11O7,355.2,221.9 ,213.9 ,1.866 ,7.95 ,29.2,4825,646,3119
Nc1nc2c(nc([N+](=O)[O-])n3c([N+](=O)[O-])cnc23)n1N[N+](=O)[O-],C7H4N10O6,324.2,460.9 ,251.9 ,1.843 ,7.95 ,29,5346,621,3325
NN=c1c2[nH]c([N+](=O)[O-])nc2n(N[N+](=O)[O-])c(=O)n1N,C5H6N10O5,286.2,211.7 ,224.4 ,1.838 ,7.95 ,28.9,4657,704,3280
NN=c1c2[nH]c([N+](=O)[O-])nc2n(N[N+](=O)[O-])c(=O)n1N,C5H6N10O5,286.2,211.7 ,224.4 ,1.838 ,7.95 ,28.9,4657,704,3280
Nn1nc2c(=O)n(N)nc([N+](=O)[O-])c2c1N[N+](=O)[O-],C5H5N9O5,271.2,248.2 ,231.6 ,1.817 ,7.95 ,28.7,4965,681,3384
Nc1c([N+](=O)[O-])[nH]c(=O)n2c([N+](=O)[O-])nnc12,C5H3N7O5,241.1,110.6 ,261.1 ,1.887 ,7.95 ,29.4,4824,627,3025
Nc1c([N+](=O)[O-])nc2nn[nH]c2c1[N+](=O)[O-],C5H3N7O4,225.1,337.1 ,289.8 ,1.861 ,7.95 ,29.1,5298,621,3295
Nn1c(=O)c2c([N+](=O)[O-])n[nH]c2c(=O)n1N[N+](=O)[O-],C5H4N8O6,272.1,-13.2 ,247.6 ,1.859 ,7.95 ,29.1,4626,658,3046
Nc1n[nH]c2nc3c(c(N[N+](=O)[O-])nn3[N+](=O)[O-])c(N[N+](=O)[O-])c12,C7H5N11O6,339.2,458.9 ,219.6 ,1.842 ,7.95 ,29,5171,643,3329
NN=c1c2[nH]c(C=N[N+](=O)[O-])nc2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],C7H5N11O7,355.2,283.9 ,209.9 ,1.842 ,7.95 ,29,4999,646,3231
NN=c1c2[nH]c(C=N[N+](=O)[O-])nc2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],C7H5N11O7,355.2,283.9 ,209.9 ,1.842 ,7.95 ,29,4999,646,3231
Nn1c(=O)n([N+](=O)[O-])c2c(=O)[nH]c(=O)n(N[N+](=O)[O-])c21,C5H4N8O7,288.1,-205.9 ,206.2 ,1.871 ,7.95 ,29.2,4384,660,2896
Nc1c(N)n2c([N+](=O)[O-])nnc2n([N+](=O)[O-])c1=O,C5H4N8O5,256.1,159.7 ,246.7 ,1.859 ,7.95 ,29.1,4822,655,3162
Nn1nc2c(=O)[nH]nc(N[N+](=O)[O-])c2c1[N+](=O)[O-],C5H4N8O5,256.1,178.2 ,212.8 ,1.849 ,7.95 ,29,4894,655,3210
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c1n(C=N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],C7H4N10O9,372.2,-77.6 ,207.9 ,1.847 ,7.95 ,29,4796,631,3031
Nc1nc2c(=NC=N[N+](=O)[O-])n(N)c([N+](=O)[O-])nc2n1[N+](=O)[O-],C6H5N11O6,327.2,355.6 ,206.4 ,1.811 ,7.95 ,28.7,5045,667,3367
Nn1nc2c([N+](=O)[O-])nn(N)c(=NC=N[N+](=O)[O-])c2n1,C5H5N11O4,283.2,548.4 ,242.9 ,1.797 ,7.95 ,28.5,5119,692,3543
Nn1c(=O)c2[nH]c(=O)n([N+](=O)[O-])c2n(N[N+](=O)[O-])c1=O,C5H4N8O7,288.1,-226.1 ,211.6 ,1.881 ,7.95 ,29.3,4314,660,2850
Nn1c(=O)cc([N+](=O)[O-])n2c([N+](=O)[O-])nnc12,C5H3N7O5,241.1,209.2 ,267.1 ,1.832 ,7.95 ,28.9,5233,627,3281
O=[N+]([O-])Nc1cnc([N+](=O)[O-])c2nn[nH]c12,C5H3N7O4,225.1,405.2 ,222.3 ,1.824 ,7.95 ,28.8,5601,621,3483
N=c1c2nn(C=N[N+](=O)[O-])nc2c([N+](=O)[O-])nn1N,C5H4N10O4,268.2,531.0 ,235.0 ,1.802 ,7.95 ,28.6,5256,668,3512
Nc1nc2[nH]nc([N+](=O)[O-])c2n2c(=O)n([N+](=O)[O-])c(=O)n12,C6H3N9O6,297.1,63.9 ,273.6 ,1.941 ,7.95 ,29.8,4419,621,2748
Nc1c(N[N+](=O)[O-])n(N[N+](=O)[O-])c2nc3[nH]nc([N+](=O)[O-])c3c(=O)n12,C7H5N11O7,355.2,220.4 ,210.8 ,1.865 ,7.95 ,29.2,4821,646,3116
O=[N+]([O-])Nn1ncc2c([N+](=O)[O-])c3c([N+](=O)[O-])n[nH]c3nc21,C7H3N9O6,309.2,410.1 ,270.6 ,1.865 ,7.95 ,29.2,5368,597,3208
O=c1c2cnn([N+](=O)[O-])c2nc2[nH]c(N[N+](=O)[O-])c([N+](=O)[O-])n12,C7H3N9O7,325.2,233.3 ,203.6 ,1.862 ,7.95 ,29.1,5165,602,3113
Nc1c([N+](=O)[O-])c(=O)n(N)c2nnc([N+](=O)[O-])n12,C5H4N8O5,256.1,168.5 ,273.8 ,1.853 ,7.95 ,29.1,4856,655,3185
Nc1c2c(N[N+](=O)[O-])n[nH]c2nc2c1c(N[N+](=O)[O-])nn2[N+](=O)[O-],C7H5N11O6,339.2,435.6 ,228.1 ,1.850 ,7.95 ,29,5102,643,3285
Nc1nn([N+](=O)[O-])c2nc3[nH]nc(N[N+](=O)[O-])c3c(N[N+](=O)[O-])c12,C7H5N11O6,339.2,436.7 ,205.1 ,1.850 ,7.95 ,29,5105,643,3287
Nc1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2[nH]nnc12,C5H4N8O4,240.1,373.6 ,229.8 ,1.838 ,7.95 ,28.9,5214,652,3404
Nc1nc2c(c([N+](=O)[O-])c([N+](=O)[O-])n2C=N[N+](=O)[O-])c2nnnn12,C7H3N11O6,337.2,551.6 ,208.0 ,1.838 ,7.95 ,28.9,5341,614,3282
Nc1nn(C=N[N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])nc([N+](=O)[O-])c12,C7H4N10O7,340.2,305.2 ,211.2 ,1.833 ,7.95 ,28.9,5216,625,3262
Nn1nc2c(=O)n(C=N[N+](=O)[O-])nc(C=N[N+](=O)[O-])c2c1[N+](=O)[O-],C7H4N10O7,340.2,351.5 ,221.4 ,1.817 ,7.95 ,28.7,5352,625,3348
Nc1n[nH]c2nc([N+](=O)[O-])n3c(=O)n([N+](=O)[O-])c(=O)n3c12,C6H3N9O6,297.1,72.0 ,259.4 ,1.937 ,7.95 ,29.8,4447,621,2765
O=c1[nH]c(=O)n2c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc(C=N[N+](=O)[O-])n12,C8H3N11O8,381.2,266.5 ,212.2 ,1.877 ,7.95 ,29.3,5010,602,3017
O=c1[nH]ncc2nc([N+](=O)[O-])c([N+](=O)[O-])n12,C5H2N6O5,226.1,142.6 ,256.1 ,1.871 ,7.95 ,29.2,5185,594,3082
NN=c1c2c(nc([N+](=O)[O-])n1N)[nH]c(=O)n2N[N+](=O)[O-],C5H6N10O5,286.2,192.9 ,217.0 ,1.846 ,7.95 ,29,4591,704,3234
Nn1c(=O)n([N+](=O)[O-])c(=O)c2nc3c(N[N+](=O)[O-])c(N[N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc21,C10H4N14O10,480.2,485.9 ,206.9 ,1.836 ,7.95 ,28.9,5300,606,3214
Nn1c([N+](=O)[O-])nc2c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])cnc21,C6H4N10O6,312.2,385.3 ,200.2 ,1.797 ,7.95 ,28.5,5309,645,3429
Nc1c([N+](=O)[O-])n2nc([N+](=O)[O-])nc2[nH]c1=O,C5H3N7O5,241.1,76.3 ,274.3 ,1.905 ,7.95 ,29.5,4681,627,2935
O=c1[nH]nc([N+](=O)[O-])c2ncc([N+](=O)[O-])n12,C5H2N6O5,226.1,120.7 ,262.8 ,1.883 ,7.95 ,29.3,5088,594,3024
NN=c1c2[nH]c(=O)n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],C7H5N11O7,355.2,276.4 ,211.4 ,1.843 ,7.95 ,28.9,4978,646,3218
O=c1n([N+](=O)[O-])nc([N+](=O)[O-])c2ccnn12,C5H2N6O5,226.1,216.8 ,216.9 ,1.830 ,7.95 ,28.8,5513,594,3277
NN=c1[nH]cnc2c1n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],C5H6N10O5,286.2,226.7 ,220.0 ,1.829 ,7.95 ,28.8,4709,704,3317
O=[N+]([O-])Nn1cnc2c1nc([N+](=O)[O-])n1cc([N+](=O)[O-])nc21,C7H3N9O6,309.2,515.4 ,277.2 ,1.824 ,7.95 ,28.8,5708,597,3412
NN=c1c2c(nc([N+](=O)[O-])n1N)n(N)c(=O)n2N[N+](=O)[O-],C5H7N11O5,301.2,280.2 ,220.3 ,1.809 ,7.95 ,28.6,4728,725,3428
N=c1c2nc([N+](=O)[O-])n(N)c2nc([N+](=O)[O-])n1C=N[N+](=O)[O-],C6H4N10O6,312.2,380.1 ,232.0 ,1.799 ,7.95 ,28.5,5293,645,3418
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c([N+](=O)[O-])ncnc21,C6H2N8O6,282.1,384.8 ,205.1 ,1.798 ,7.95 ,28.5,5711,595,3401
Nc1nc2[nH]nc([N+](=O)[O-])n2c(=O)c1[N+](=O)[O-],C5H3N7O5,241.1,75.9 ,266.9 ,1.905 ,7.94 ,29.5,4680,627,2934
O=c1[nH]cnc2c1n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],C5H4N8O6,272.1,-59.9 ,199.6 ,1.882 ,7.94 ,29.3,4454,658,2933
NN=c1c2[nH]c(=O)n([N+](=O)[O-])c2ncn1[N+](=O)[O-],C5H4N8O5,256.1,159.5 ,250.0 ,1.857 ,7.94 ,29.1,4821,655,3162
Nc1nn(N)c2nc3n([N+](=O)[O-])c(N[N+](=O)[O-])c([N+](=O)[O-])n3c(=O)c12,C7H5N11O7,355.2,259.1 ,223.8 ,1.849 ,7.94 ,29,4929,646,3186
Nn1cc([N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])nn(N[N+](=O)[O-])c3nc12,C7H4N10O7,340.2,272.1 ,240.9 ,1.844 ,7.94 ,28.9,5118,625,3202
NN=c1c2nc(C=N[N+](=O)[O-])[nH]c2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],C7H5N11O7,355.2,285.1 ,208.7 ,1.839 ,7.94 ,28.9,5003,646,3234
NN=c1[nH]c([N+](=O)[O-])nc2c1n(N)c(=O)n2N[N+](=O)[O-],C5H6N10O5,286.2,205.7 ,222.0 ,1.839 ,7.94 ,28.9,4636,704,3266
Nc1c2nnn([N+](=O)[O-])nc-2c([N+](=O)[O-])c1N,C5H4N8O4,240.1,371.3 ,272.1 ,1.839 ,7.94 ,28.9,5204,652,3398
Nc1n[nH]c2nc([N+](=O)[O-])nn12,C3H3N7O2,169.1,386.0 ,256.4 ,1.818 ,7.94 ,28.7,5015,695,3487
Nn1nc(N[N+](=O)[O-])c2c(N[N+](=O)[O-])nn(N)c2c1=O,C5H6N10O5,286.2,273.2 ,224.8 ,1.807 ,7.94 ,28.6,4872,704,3432
Nc1nn([N+](=O)[O-])c2nc3[nH]nc([N+](=O)[O-])c3c([N+](=O)[O-])c12,C7H3N9O6,309.2,361.1 ,280.4 ,1.883 ,7.94 ,29.3,5209,597,3114
Nn1c([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])c2c1=O,C5H3N7O5,241.1,119.3 ,262.8 ,1.879 ,7.94 ,29.3,4860,627,3047
Nn1c(=O)[nH]c2c(c1=O)n([N+](=O)[O-])c(=O)n2N[N+](=O)[O-],C5H4N8O7,288.1,-212.3 ,212.1 ,1.872 ,7.94 ,29.2,4361,660,2882
Nc1nn([N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])c(N)c12,C7H4N10O6,324.2,390.4 ,307.9 ,1.868 ,7.94 ,29.2,5129,621,3189
Nn1c(=O)c2c(n(N[N+](=O)[O-])c1=O)n(N[N+](=O)[O-])c(=O)n2N,C5H6N10O7,318.2,-131.1 ,218.8 ,1.839 ,7.94 ,28.9,4348,704,3061
Nc1nc2c(nc([N+](=O)[O-])n2N)c2nc([N+](=O)[O-])c([N+](=O)[O-])n12,C7H4N10O6,324.2,393.2 ,314.4 ,1.866 ,7.94 ,29.1,5137,621,3195
Nc1nn([N+](=O)[O-])c(=O)c2nn([N+](=O)[O-])cc12,C5H3N7O5,241.1,170.4 ,231.6 ,1.851 ,7.94 ,29,5072,627,3180
Nn1cc([N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc12,C7H3N9O7,325.2,262.4 ,273.6 ,1.850 ,7.94 ,29,5255,602,3167
Nc1nn(N)c(=O)c2nn(N[N+](=O)[O-])c([N+](=O)[O-])c12,C5H5N9O5,271.2,216.2 ,232.5 ,1.829 ,7.94 ,28.8,4847,681,3303
Nc1nn([N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3N)c(N[N+](=O)[O-])c12,C7H5N11O6,339.2,489.6 ,245.6 ,1.829 ,7.94 ,28.8,5261,643,3388
Nc1nc([N+](=O)[O-])c2nnn(N)c2c1[N+](=O)[O-],C5H4N8O4,240.1,403.3 ,296.1 ,1.822 ,7.94 ,28.7,5337,652,3485
Nn1nc(C=N[N+](=O)[O-])c2n[nH]nc2c1=NN[N+](=O)[O-],C5H5N11O4,283.2,530.6 ,212.1 ,1.803 ,7.94 ,28.5,5057,692,3500
Nn1c(=O)n(N[N+](=O)[O-])c2c(=O)[nH]c(=O)n(N[N+](=O)[O-])c21,C5H5N9O7,303.2,-221.1 ,202.2 ,1.879 ,7.94 ,29.2,4192,683,2865
O=c1c2nc3cc(C=N[N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],C11H2N12O10,462.2,540.8 ,211.2 ,1.877 ,7.94 ,29.2,5527,557,3080
Nc1nc2c(N)nn([N+](=O)[O-])c(=O)n2c1[N+](=O)[O-],C5H4N8O5,256.1,125.8 ,258.7 ,1.874 ,7.94 ,29.2,4689,655,3075
Nn1nc(N[N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc2c1=O,C5H4N8O5,256.1,162.0 ,230.1 ,1.855 ,7.94 ,29,4831,655,3168
O=[N+]([O-])Nc1n[nH]c2nc3c(cnn3[N+](=O)[O-])c([N+](=O)[O-])c12,C7H3N9O6,309.2,441.1 ,212.5 ,1.850 ,7.94 ,29,5468,597,3268
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2[nH]nnc2c1C=N[N+](=O)[O-],C7H3N9O6,309.2,513.0 ,206.7 ,1.823 ,7.94 ,28.7,5700,597,3407
Nc1c2c(N[N+](=O)[O-])nn([N+](=O)[O-])c(=O)c2nn1N,C5H5N9O5,271.2,234.6 ,206.7 ,1.820 ,7.94 ,28.7,4915,681,3350
NN=c1c2nc([N+](=O)[O-])n(N)c2n(N)c(=O)n1N[N+](=O)[O-],C5H7N11O5,301.2,279.5 ,222.5 ,1.808 ,7.94 ,28.6,4725,725,3426
Nc1[nH]c2nc([N+](=O)[O-])nn2c(=O)c1[N+](=O)[O-],C5H3N7O5,241.1,65.6 ,285.8 ,1.909 ,7.94 ,29.5,4637,627,2908
Nn1c(=O)[nH]c2c([N+](=O)[O-])nn([N+](=O)[O-])c2c1=O,C5H3N7O6,257.1,-77.9 ,269.7 ,1.890 ,7.94 ,29.3,4556,631,2878
Nc1c(C=N[N+](=O)[O-])c2nc3c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c3nc2c2c([N+](=O)[O-])nnn12,C11H3N13O10,477.2,473.0 ,228.5 ,1.890 ,7.94 ,29.3,5259,574,3024
Nn1nc([N+](=O)[O-])c2c(=O)n(N[N+](=O)[O-])c(=O)[nH]c21,C5H4N8O6,272.1,-47.1 ,225.2 ,1.873 ,7.94 ,29.2,4502,658,2964
Nc1nn([N+](=O)[O-])c(=O)c2c1cnn2[N+](=O)[O-],C5H3N7O5,241.1,185.3 ,232.9 ,1.842 ,7.94 ,28.9,5133,627,3219
Nc1nn(N)c2nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])c([N+](=O)[O-])c12,C7H4N10O6,324.2,459.5 ,307.0 ,1.840 ,7.94 ,28.9,5342,621,3322
NN=c1c2c(nc([N+](=O)[O-])n2N)n(N)c(=O)n1N[N+](=O)[O-],C5H7N11O5,301.2,270.1 ,220.5 ,1.812 ,7.94 ,28.6,4694,725,3404
NN=c1c2c(nc([N+](=O)[O-])n2N)n(N)c(=O)n1N[N+](=O)[O-],C5H7N11O5,301.2,270.1 ,220.5 ,1.812 ,7.94 ,28.6,4694,725,3404
Nc1cnc([N+](=O)[O-])n2c([N+](=O)[O-])nnc12,C5H3N7O4,225.1,423.4 ,279.1 ,1.812 ,7.94 ,28.6,5682,621,3533
Nn1ncc2c([N+](=O)[O-])nn([N+](=O)[O-])c2c1=O,C5H3N7O5,241.1,244.6 ,270.8 ,1.812 ,7.94 ,28.6,5379,627,3373
Nn1nc(N[N+](=O)[O-])c2c(N[N+](=O)[O-])c3cnn([N+](=O)[O-])c3nc21,C7H5N11O6,339.2,544.6 ,218.0 ,1.808 ,7.94 ,28.6,5423,643,3492
Nc1cc2nnn(N[N+](=O)[O-])nc-2c1[N+](=O)[O-],C5H4N8O4,240.1,438.7 ,213.7 ,1.803 ,7.94 ,28.5,5485,652,3581
Nc1c(C=N[N+](=O)[O-])n2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)n([N+](=O)[O-])c(=O)n3[N+](=O)[O-],C11H3N13O10,477.2,470.1 ,228.9 ,1.890 ,7.94 ,29.3,5253,574,3020
Nc1nn(N[N+](=O)[O-])c2nc3n(N)c([N+](=O)[O-])c([N+](=O)[O-])n3c(=O)c12,C7H5N11O7,355.2,236.4 ,244.9 ,1.856 ,7.94 ,29,4866,646,3145
NN=c1c2nc[nH]c2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],C5H4N8O5,256.1,159.8 ,235.3 ,1.855 ,7.94 ,29,4822,655,3163
N=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nc(N)n1[N+](=O)[O-],C6H3N9O6,297.1,252.7 ,236.1 ,1.849 ,7.94 ,29,5055,621,3144
NN=c1[nH]c(=O)n(C=N[N+](=O)[O-])c2c1nc(C=N[N+](=O)[O-])n2[N+](=O)[O-],C7H5N11O7,355.2,292.9 ,205.2 ,1.835 ,7.94 ,28.8,5025,646,3248
O=c1n([N+](=O)[O-])ccc2nnc([N+](=O)[O-])n12,C5H2N6O5,226.1,228.1 ,210.7 ,1.822 ,7.94 ,28.7,5563,594,3307
O=c1[nH]c(=O)n([N+](=O)[O-])c2c1ncn2[N+](=O)[O-],C5H2N6O6,242.1,-66.3 ,219.2 ,1.885 ,7.94 ,29.3,4793,601,2882
Nc1c([N+](=O)[O-])c2nc3c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c3nc2c2c(C=N[N+](=O)[O-])nnn12,C11H3N13O10,477.2,534.8 ,222.9 ,1.873 ,7.94 ,29.2,5388,574,3098
O=c1c2c([N+](=O)[O-])n[nH]c2nc2n(C=N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,C9H3N11O9,409.2,332.2 ,201.6 ,1.855 ,7.94 ,29,5308,588,3123
Nc1nn(N[N+](=O)[O-])c2nc3c(c(N)nn3N[N+](=O)[O-])c([N+](=O)[O-])c12,C7H6N12O6,354.2,443.9 ,253.2 ,1.844 ,7.94 ,28.9,4973,664,3302
Nc1nc2nn[nH]c2c([N+](=O)[O-])c1[N+](=O)[O-],C5H3N7O4,225.1,364.4 ,283.2 ,1.842 ,7.94 ,28.9,5420,621,3370
O=c1c2cnn(N[N+](=O)[O-])c2nc2n([N+](=O)[O-])c([N+](=O)[O-])cn12,C7H3N9O7,325.2,280.1 ,218.6 ,1.842 ,7.94 ,28.9,5309,602,3200
NN=c1c2c(nc([N+](=O)[O-])n1C=N[N+](=O)[O-])[nH]c(=O)n2C=N[N+](=O)[O-],C7H5N11O7,355.2,274.6 ,225.7 ,1.841 ,7.94 ,28.9,4973,646,3214
Nc1nn([N+](=O)[O-])c(=O)c2c1c([N+](=O)[O-])nn2N,C5H4N8O5,256.1,195.1 ,254.8 ,1.836 ,7.94 ,28.8,4960,655,3253
